timestamp,visitorid,event,itemid,transactionid,addcart_category,most_viewed_category,total_events,unique_items_viewed
2015-06-16 06:38:06.578,1234604,addtocart,177839,,1135.0,1135.0,5,1.0
2015-06-16 18:54:33.099,76757,addtocart,301721,,470.0,1279.0,1883,921.0
2015-06-16 18:58:03.014,1318414,addtocart,188698,,1679.0,1679.0,19,5.0
2015-06-16 18:22:34.175,1065255,addtocart,234051,,225.0,618.0,365,200.0
2015-06-16 18:01:09.363,1134975,addtocart,322810,,332.0,1421.0,343,146.0
2015-06-16 18:26:02.552,26923,addtocart,26634,,1221.0,1221.0,6,2.0
2015-06-16 18:28:59.016,530559,addtocart,403564,,586.0,1051.0,4328,2204.0
2015-06-16 18:52:08.567,566902,addtocart,163486,,684.0,684.0,8,4.0
2015-06-16 18:16:50.697,169589,addtocart,309976,,1114.0,,9,0.0
2015-06-16 18:31:26.461,438863,addtocart,403564,,586.0,243.0,5,4.0
2015-06-16 18:39:43.214,169589,addtocart,278380,,686.0,,9,0.0
2015-06-16 18:16:19.606,155586,addtocart,129354,,72.0,72.0,3,2.0
2015-06-16 18:43:41.797,504827,addtocart,299222,,1293.0,1660.0,15,7.0
2015-06-16 18:29:16.039,1123703,addtocart,127569,,427.0,427.0,6,3.0
2015-06-16 18:41:16.342,46535,addtocart,60403,,703.0,959.0,109,75.0
2015-06-16 18:54:42.064,76757,addtocart,369158,,470.0,1279.0,1883,921.0
2015-06-16 18:18:49.864,729498,addtocart,88307,,618.0,618.0,24,6.0
2015-06-17 02:17:53.368,968410,addtocart,91152,,782.0,782.0,2,1.0
2015-06-17 02:17:54.801,388893,addtocart,42002,,1415.0,1349.0,54,31.0
2015-06-17 03:00:47.732,1310055,addtocart,440480,,769.0,769.0,13,7.0
2015-06-17 02:52:38.964,1161163,addtocart,151061,,1421.0,618.0,1663,943.0
2015-06-17 02:37:58.889,312100,addtocart,92078,,706.0,706.0,4,1.0
2015-06-17 02:36:31.375,1287670,addtocart,217613,,646.0,1421.0,88,75.0
2015-06-17 02:39:24.568,1245838,addtocart,435167,,390.0,,2,0.0
2015-06-16 19:23:57.646,76757,addtocart,222166,,618.0,1279.0,1883,921.0
2015-06-16 19:39:10.916,1065255,addtocart,326314,,844.0,618.0,365,200.0
2015-06-16 19:07:41.999,197426,addtocart,172894,,1205.0,1205.0,5,4.0
2015-06-16 19:47:55.007,198153,addtocart,210087,,1385.0,1098.0,535,328.0
2015-06-16 19:26:38.949,76757,addtocart,93680,,84.0,1279.0,1883,921.0
2015-06-16 19:02:47.230,76757,addtocart,90931,,1186.0,1279.0,1883,921.0
2015-06-16 21:19:05.264,196080,addtocart,445299,,936.0,936.0,15,2.0
2015-06-16 21:15:09.816,1365958,addtocart,218794,,1037.0,1037.0,13,6.0
2015-06-16 21:24:10.035,1065255,addtocart,161306,,628.0,618.0,365,200.0
2015-06-16 21:14:18.089,419841,addtocart,341962,,1126.0,282.0,43,22.0
2015-06-16 21:41:42.597,431719,addtocart,299817,,1477.0,,1,0.0
2015-06-16 21:49:09.031,76757,addtocart,440807,,84.0,1279.0,1883,921.0
2015-06-16 21:16:16.864,1365958,addtocart,10572,,1037.0,1037.0,13,6.0
2015-06-16 21:43:06.360,284687,addtocart,97080,,176.0,176.0,13,8.0
2015-06-16 21:25:20.745,315252,addtocart,69247,,416.0,416.0,5,2.0
2015-06-16 21:46:59.223,473687,addtocart,452990,,1089.0,1089.0,3,1.0
2015-06-16 21:13:39.850,419841,addtocart,373490,,1126.0,282.0,43,22.0
2015-06-16 21:36:28.898,921920,addtocart,432178,,1250.0,1250.0,3,1.0
2015-06-16 21:20:46.998,363494,addtocart,463617,,707.0,,1,0.0
2015-06-16 21:24:07.785,1065255,addtocart,161306,,628.0,618.0,365,200.0
2015-06-16 23:54:50.496,1165148,addtocart,97890,,1355.0,959.0,858,616.0
2015-06-17 00:32:42.090,59513,addtocart,279457,,491.0,,1,0.0
2015-06-16 23:41:25.959,1351788,addtocart,59586,,126.0,126.0,46,13.0
2015-06-16 23:27:19.177,612256,addtocart,361551,,1018.0,1018.0,2,1.0
2015-06-16 23:35:21.662,1229729,addtocart,238951,,1666.0,1666.0,36,11.0
2015-06-16 23:35:38.141,1183092,addtocart,425159,,1286.0,1286.0,20,11.0
2015-06-17 00:19:01.784,1247096,addtocart,391484,,1349.0,,1,0.0
2015-06-17 00:31:51.780,561994,addtocart,225585,,782.0,782.0,5,2.0
2015-06-17 00:35:51.555,1185227,addtocart,46232,,1317.0,57.0,12,4.0
2015-06-17 00:35:56.433,960661,addtocart,58719,,1018.0,1018.0,17,5.0
2015-06-17 00:43:40.477,124190,addtocart,51408,,1192.0,1192.0,6,3.0
2015-06-17 01:42:27.874,571645,addtocart,396053,,1421.0,618.0,33,8.0
2015-06-16 16:23:01.093,431224,addtocart,338660,,1051.0,1051.0,2,1.0
2015-06-16 16:14:11.391,76757,addtocart,120990,,34.0,1279.0,1883,921.0
2015-06-16 15:54:28.838,1092478,addtocart,93067,,274.0,205.0,8,4.0
2015-06-16 15:40:31.823,1322753,addtocart,329279,,50.0,50.0,2,1.0
2015-06-16 16:26:00.631,132558,addtocart,383100,,959.0,959.0,10,3.0
2015-06-17 04:44:59.573,1244274,addtocart,287007,,1051.0,1051.0,5,1.0
2015-06-17 05:02:13.985,1405688,addtocart,265920,,1393.0,1393.0,3,1.0
2015-06-17 05:17:43.966,1108748,addtocart,22436,,342.0,342.0,4,2.0
2015-06-17 05:41:28.114,457062,addtocart,77648,,1498.0,1498.0,8,5.0
2015-06-17 04:47:20.104,664763,addtocart,308648,,427.0,926.0,90,29.0
2015-06-17 05:17:31.058,1108748,addtocart,339703,,342.0,342.0,4,2.0
2015-06-17 05:20:09.881,1096142,addtocart,29873,,333.0,333.0,3,1.0
2015-06-17 05:24:12.587,291472,addtocart,417992,,1589.0,1589.0,14,3.0
2015-06-17 05:53:22.923,470649,addtocart,272324,,928.0,928.0,6,3.0
2015-06-17 04:55:03.050,976410,addtocart,53129,,1672.0,1672.0,3,1.0
2015-06-17 05:53:22.891,470649,addtocart,272324,,928.0,928.0,6,3.0
2015-06-17 05:32:30.919,925189,addtocart,242694,,769.0,769.0,21,5.0
2015-06-17 05:11:15.657,664763,addtocart,68704,,944.0,926.0,90,29.0
2015-06-17 05:44:10.387,601279,addtocart,52301,,959.0,959.0,3,1.0
2015-06-17 05:37:14.003,1229326,addtocart,421940,,509.0,509.0,2,1.0
2015-06-17 05:25:01.943,715804,addtocart,32591,,618.0,1421.0,19,7.0
2015-06-17 05:21:49.054,395585,addtocart,212767,,959.0,959.0,5,2.0
2015-06-17 00:17:32.395,3868,addtocart,194593,,944.0,958.0,18,15.0
2015-06-16 23:53:28.827,1139930,addtocart,297513,,1047.0,1047.0,2,1.0
2015-06-16 23:52:14.640,1065255,addtocart,39677,,1135.0,618.0,365,200.0
2015-06-16 23:21:59.100,990684,addtocart,376843,,1248.0,405.0,3,2.0
2015-06-17 00:23:23.866,297440,addtocart,458637,,959.0,,1,0.0
2015-06-16 23:52:39.397,1065255,addtocart,268885,,84.0,618.0,365,200.0
2015-06-17 00:27:00.527,975927,addtocart,288616,,1384.0,1384.0,5,2.0
2015-06-17 00:03:28.205,230498,addtocart,92078,,706.0,706.0,9,4.0
2015-06-16 23:48:50.076,886667,addtocart,201461,,610.0,610.0,3,2.0
2015-06-17 00:12:53.768,896347,addtocart,400868,,352.0,1393.0,152,70.0
2015-06-17 00:13:06.004,292433,addtocart,261276,,202.0,565.0,3,2.0
2015-06-17 00:20:08.907,587802,addtocart,47324,,1020.0,46.0,15,3.0
2015-06-16 18:36:55.222,1046599,addtocart,287449,,858.0,858.0,5,3.0
2015-06-16 18:40:03.044,7016,addtocart,411039,,1421.0,618.0,9,3.0
2015-06-16 18:45:37.940,169589,addtocart,446478,,669.0,,9,0.0
2015-06-16 18:00:12.550,38015,addtocart,33913,,928.0,1483.0,861,520.0
2015-06-16 18:43:41.782,504827,addtocart,299222,,1293.0,1660.0,15,7.0
2015-06-16 18:24:33.325,643330,addtocart,24418,,1384.0,84.0,7,5.0
2015-06-16 17:59:01.475,638742,addtocart,78163,,342.0,1051.0,4,1.0
2015-06-16 18:19:45.390,1065255,addtocart,354308,,195.0,618.0,365,200.0
2015-06-16 18:27:35.698,729498,addtocart,161182,,1421.0,618.0,24,6.0
2015-06-16 18:53:52.130,1160836,addtocart,61460,,928.0,928.0,21,8.0
2015-06-16 22:50:35.230,1301081,addtocart,98728,,1625.0,1625.0,2,1.0
2015-06-16 23:11:23.758,587802,addtocart,84822,,46.0,46.0,15,3.0
2015-06-16 22:33:19.027,781974,addtocart,399531,,373.0,373.0,3,1.0
2015-06-16 22:30:54.357,984799,addtocart,224605,,619.0,619.0,2,1.0
2015-06-16 22:23:28.918,561368,addtocart,192948,,1542.0,1196.0,23,11.0
2015-06-16 22:51:47.763,537639,addtocart,76196,,34.0,34.0,23,6.0
2015-06-16 23:16:38.846,1135150,addtocart,236450,,263.0,683.0,46,26.0
2015-06-16 22:56:38.896,1320109,addtocart,389158,,707.0,,1,0.0
2015-06-16 23:02:50.310,76757,addtocart,116677,,844.0,1279.0,1883,921.0
2015-06-16 22:27:22.085,729498,addtocart,161182,,1421.0,618.0,24,6.0
2015-06-16 22:40:02.318,541021,addtocart,340375,,34.0,34.0,8,3.0
2015-06-16 23:07:13.624,898067,addtocart,170511,,1421.0,618.0,95,43.0
2015-06-16 23:01:31.697,75631,addtocart,313887,,1578.0,1578.0,4,1.0
2015-06-16 20:09:00.778,723092,addtocart,403477,,319.0,1503.0,60,21.0
2015-06-16 20:59:01.809,1293617,addtocart,99667,,429.0,429.0,4,2.0
2015-06-16 20:50:15.389,712773,addtocart,379652,,844.0,844.0,7,3.0
2015-06-16 20:55:42.280,1161163,addtocart,163440,,1179.0,618.0,1663,943.0
2015-06-16 20:26:55.508,959855,addtocart,432357,,1020.0,1020.0,3,1.0
2015-06-16 20:48:03.464,577842,addtocart,173065,,1384.0,1384.0,8,2.0
2015-06-16 20:27:01.987,752168,addtocart,194791,,789.0,789.0,8,2.0
2015-06-16 20:47:34.063,508945,addtocart,399593,,1018.0,1018.0,5,3.0
2015-06-16 20:38:23.202,652968,addtocart,38680,,1020.0,1020.0,5,1.0
2015-06-16 20:07:55.161,67063,addtocart,362659,,5.0,5.0,11,4.0
2015-06-16 20:27:25.492,123324,addtocart,52652,,342.0,342.0,17,11.0
2015-06-16 21:19:46.256,76757,addtocart,412956,,1205.0,1279.0,1883,921.0
2015-06-16 21:13:44.923,419841,addtocart,301708,,1126.0,282.0,43,22.0
2015-06-16 21:42:23.441,686789,addtocart,161368,,531.0,531.0,22,4.0
2015-06-16 21:47:16.951,284687,addtocart,201179,,1163.0,176.0,13,8.0
2015-06-16 21:19:24.514,1065940,addtocart,161182,,1421.0,1421.0,15,4.0
2015-06-16 21:24:05.635,681829,addtocart,343512,,1474.0,1474.0,5,2.0
2015-06-16 21:44:33.793,1364449,addtocart,416952,,1018.0,1018.0,6,2.0
2015-06-16 21:15:49.523,1114894,addtocart,142278,,1421.0,1421.0,21,4.0
2015-06-16 21:44:50.290,503489,addtocart,54566,,844.0,844.0,3,1.0
2015-06-16 21:21:17.752,1065255,addtocart,74804,,792.0,618.0,365,200.0
2015-06-16 07:04:20.138,1346711,addtocart,466252,,715.0,715.0,13,9.0
2015-06-16 08:50:09.889,735740,addtocart,24418,,1384.0,84.0,33,9.0
2015-06-16 09:42:12.348,559604,addtocart,279457,,491.0,,1,0.0
2015-06-16 11:18:35.735,303469,addtocart,342367,,1265.0,1265.0,5,1.0
2015-06-16 06:21:19.624,1060795,addtocart,249242,,936.0,936.0,4,1.0
2015-06-16 08:25:22.274,815374,addtocart,322355,,1076.0,1076.0,2,1.0
2015-06-16 08:55:41.039,735740,addtocart,403564,,586.0,84.0,33,9.0
2015-06-16 06:38:11.611,1346711,addtocart,158912,,1404.0,715.0,13,9.0
2015-06-16 12:28:41.681,984679,addtocart,7716,,1421.0,1364.0,50,21.0
2015-06-16 12:31:59.149,240439,addtocart,187848,,1.0,1.0,7,2.0
2015-06-16 07:12:19.092,1196507,addtocart,454088,,671.0,,1,0.0
2015-06-16 06:08:52.909,958281,addtocart,329301,,586.0,84.0,25,10.0
2015-06-16 06:19:32.044,7016,addtocart,32591,,618.0,618.0,9,3.0
2015-06-16 14:57:49.019,164192,addtocart,117762,,1191.0,845.0,22,12.0
2015-06-16 14:03:31.560,485161,addtocart,214630,,484.0,484.0,6,2.0
2015-06-16 13:09:43.784,339222,addtocart,83837,,1529.0,1529.0,6,2.0
2015-06-16 14:05:18.520,459752,addtocart,238970,,1244.0,1244.0,5,1.0
2015-06-16 15:08:48.546,1160112,addtocart,239816,,1393.0,,4,0.0
2015-06-16 13:06:03.706,144833,addtocart,48292,,806.0,806.0,3,2.0
2015-06-17 02:38:11.955,835208,addtocart,315756,,421.0,281.0,12,7.0
2015-06-17 02:16:32.654,1014730,addtocart,376092,,523.0,936.0,80,25.0
2015-06-17 02:52:58.452,1161163,addtocart,144304,,1384.0,618.0,1663,943.0
2015-06-17 03:02:54.956,217712,addtocart,12765,,1279.0,1279.0,32,15.0
2015-06-16 19:44:18.093,1014189,addtocart,342264,,444.0,444.0,20,7.0
2015-06-16 19:11:32.957,1212192,addtocart,81473,,64.0,48.0,8,4.0
2015-06-16 19:58:06.847,734751,addtocart,149601,,343.0,1258.0,32,12.0
2015-06-16 19:07:20.156,530559,addtocart,117730,,1417.0,1051.0,4328,2204.0
2015-06-16 19:02:04.973,884108,addtocart,80085,,1.0,1.0,58,22.0
2015-06-16 19:22:38.092,1009811,addtocart,438338,,1412.0,1412.0,3,1.0
2015-06-16 20:00:56.035,478518,addtocart,384087,,1646.0,1646.0,35,20.0
2015-06-16 19:44:47.346,76757,addtocart,118914,,1051.0,1279.0,1883,921.0
2015-06-16 19:17:23.233,734751,addtocart,324534,,1258.0,1258.0,32,12.0
2015-06-16 19:07:44.334,884108,addtocart,214488,,1002.0,1.0,58,22.0
2015-06-16 19:28:21.185,717701,addtocart,13730,,589.0,589.0,4,1.0
2015-06-16 19:53:39.173,1161163,addtocart,217613,,646.0,618.0,1663,943.0
2015-06-16 19:09:32.831,198153,addtocart,166327,,51.0,1098.0,535,328.0
2015-06-16 16:51:02.751,90734,addtocart,303229,,242.0,154.0,9,6.0
2015-06-16 17:46:38.493,872338,addtocart,104417,,844.0,586.0,34,18.0
2015-06-16 16:58:04.428,46535,addtocart,359834,,1388.0,959.0,109,75.0
2015-06-16 17:00:45.198,1134975,addtocart,322810,,332.0,1421.0,343,146.0
2015-06-16 17:08:35.451,1267114,addtocart,294396,,610.0,610.0,4,2.0
2015-06-16 17:01:41.257,46535,addtocart,303229,,242.0,959.0,109,75.0
2015-06-16 17:18:08.522,33682,addtocart,305188,,1186.0,1186.0,15,5.0
2015-06-16 16:46:59.783,90734,addtocart,413251,,1578.0,154.0,9,6.0
2015-06-16 17:21:43.037,872338,addtocart,134558,,586.0,586.0,34,18.0
2015-06-17 03:24:33.183,356005,addtocart,27412,,497.0,628.0,102,44.0
2015-06-17 03:34:49.535,1220101,addtocart,179538,,628.0,628.0,7,2.0
2015-06-17 04:22:48.112,915892,addtocart,449786,,1421.0,1421.0,13,8.0
2015-06-17 03:27:27.756,356005,addtocart,196991,,628.0,628.0,102,44.0
2015-06-17 04:16:14.639,356005,addtocart,301602,,959.0,628.0,102,44.0
2015-06-16 15:48:27.390,15685,addtocart,151061,,1421.0,1421.0,8,1.0
2015-06-16 16:23:10.153,46535,addtocart,380440,,586.0,959.0,109,75.0
2015-06-16 16:32:17.083,164192,addtocart,84555,,845.0,845.0,22,12.0
2015-06-16 16:08:37.085,1299763,addtocart,78704,,1385.0,683.0,4,2.0
2015-06-16 15:50:06.549,1161163,addtocart,118318,,1375.0,618.0,1663,943.0
2015-06-16 15:58:30.648,46535,addtocart,201701,,687.0,959.0,109,75.0
2015-06-17 00:53:15.781,142840,addtocart,443172,,1393.0,256.0,16,8.0
2015-06-17 01:21:03.192,594619,addtocart,392474,,926.0,926.0,4,1.0
2015-06-17 01:59:57.103,401617,addtocart,47688,,1312.0,1312.0,4,2.0
2015-06-17 01:46:52.203,208525,addtocart,182753,,84.0,1135.0,17,8.0
2015-06-17 00:40:41.132,130137,addtocart,278533,,1078.0,,3,0.0
2015-06-17 01:26:16.400,898067,addtocart,84092,,769.0,618.0,95,43.0
2015-06-17 05:21:48.944,395585,addtocart,212767,,959.0,959.0,5,2.0
2015-06-17 05:29:07.207,715804,addtocart,459835,,1421.0,1421.0,19,7.0
2015-06-17 04:55:47.481,1168094,addtocart,452229,,1117.0,1117.0,3,1.0
2015-06-17 05:25:21.805,291472,addtocart,296989,,1589.0,1589.0,14,3.0
2015-06-17 04:38:14.518,952388,addtocart,79826,,269.0,1504.0,33,16.0
2015-06-17 05:49:42.262,924414,addtocart,257040,,683.0,683.0,2,1.0
2015-06-17 05:27:50.791,337668,addtocart,460873,,126.0,126.0,7,3.0
2015-06-17 05:18:57.173,272318,addtocart,342816,,444.0,299.0,18,7.0
2015-06-17 04:51:28.389,368654,addtocart,450835,,1035.0,1035.0,3,1.0
2015-06-17 05:19:37.291,22035,addtocart,342530,,984.0,984.0,2,1.0
2015-06-17 04:55:43.060,236731,addtocart,73282,,1375.0,387.0,3,2.0
2015-06-17 05:12:09.764,850320,addtocart,361850,,1117.0,1117.0,6,2.0
2015-06-16 23:50:57.199,251410,addtocart,222604,,84.0,84.0,7,3.0
2015-06-17 00:17:47.261,267794,addtocart,336756,,1385.0,1385.0,2,1.0
2015-06-17 00:31:14.660,525529,addtocart,289103,,5.0,5.0,7,3.0
2015-06-16 23:49:21.897,1351788,addtocart,398671,,624.0,126.0,46,13.0
2015-06-17 00:38:36.383,594715,addtocart,406319,,628.0,628.0,5,1.0
2015-06-16 23:43:05.267,80644,addtocart,104682,,914.0,914.0,8,4.0
2015-06-17 00:07:34.649,1287670,addtocart,436360,,1020.0,1421.0,88,75.0
2015-06-16 17:54:23.491,4543,addtocart,33913,,928.0,928.0,3,2.0
2015-06-16 17:08:01.291,955707,addtocart,289103,,5.0,5.0,7,2.0
2015-06-16 17:07:47.636,1212192,addtocart,267451,,499.0,48.0,8,4.0
2015-06-16 17:42:02.784,628362,addtocart,250072,,769.0,769.0,3,1.0
2015-06-16 17:39:12.342,507332,addtocart,97836,,1248.0,,2,0.0
2015-06-16 16:59:19.820,821409,addtocart,29196,,1265.0,1265.0,2,1.0
2015-06-16 16:50:38.217,90734,addtocart,359834,,1388.0,154.0,9,6.0
2015-06-16 17:09:27.924,872338,addtocart,164045,,628.0,586.0,34,18.0
2015-06-16 17:06:54.733,435246,addtocart,33913,,928.0,35.0,5,4.0
2015-06-16 17:41:22.255,641401,addtocart,219319,,1089.0,1089.0,4,1.0
2015-06-16 16:59:47.529,76757,addtocart,310756,,450.0,1279.0,1883,921.0
2015-06-16 17:43:35.441,897665,addtocart,383100,,959.0,959.0,8,4.0
2015-06-16 17:30:42.496,872338,addtocart,98893,,1135.0,586.0,34,18.0
2015-06-16 23:04:58.120,1331824,addtocart,69994,,769.0,769.0,6,1.0
2015-06-16 22:22:47.841,647786,addtocart,116380,,72.0,72.0,9,6.0
2015-06-16 23:05:33.187,1161163,addtocart,204023,,1542.0,618.0,1663,943.0
2015-06-16 22:33:50.766,1112194,addtocart,44234,,1186.0,1186.0,10,5.0
2015-06-16 22:51:20.613,54820,addtocart,169679,,1338.0,1338.0,3,1.0
2015-06-16 22:51:23.950,728790,addtocart,356048,,202.0,202.0,5,2.0
2015-06-16 22:24:09.602,1122038,addtocart,177728,,1625.0,646.0,331,194.0
2015-06-16 22:42:04.748,76757,addtocart,572,,1135.0,1279.0,1883,921.0
2015-06-16 21:05:06.489,1065940,addtocart,406133,,618.0,1421.0,15,4.0
2015-06-16 20:35:50.037,1088180,addtocart,309438,,434.0,434.0,2,1.0
2015-06-16 20:35:27.539,927865,addtocart,379841,,1114.0,1114.0,2,1.0
2015-06-16 20:33:07.993,530559,addtocart,194791,,789.0,1051.0,4328,2204.0
2015-06-16 20:46:22.358,1114894,addtocart,33139,,1421.0,1421.0,21,4.0
2015-06-16 20:07:43.885,1356522,addtocart,286293,,421.0,421.0,2,1.0
2015-06-16 20:48:12.779,330672,addtocart,25744,,531.0,531.0,17,1.0
2015-06-16 20:48:33.120,1388243,addtocart,354233,,491.0,491.0,3,1.0
2015-06-16 20:56:51.537,419841,addtocart,184205,,282.0,282.0,43,22.0
2015-06-16 20:29:40.317,1321824,addtocart,436549,,1114.0,1114.0,6,2.0
2015-06-16 20:56:21.825,1065255,addtocart,87856,,972.0,618.0,365,200.0
2015-06-16 20:54:40.894,674598,addtocart,187654,,53.0,53.0,3,1.0
2015-06-16 18:44:13.629,169589,addtocart,278380,,686.0,,9,0.0
2015-06-16 18:28:49.581,707170,addtocart,442533,,437.0,437.0,11,4.0
2015-06-16 18:18:54.284,155703,addtocart,289103,,5.0,5.0,6,2.0
2015-06-16 18:36:14.006,130514,addtocart,310702,,959.0,959.0,3,2.0
2015-06-16 18:14:19.458,767527,addtocart,286731,,84.0,84.0,3,2.0
2015-06-16 18:31:55.151,1117256,addtocart,409804,,1191.0,1163.0,10,5.0
2015-06-16 17:59:32.412,1390774,addtocart,384514,,84.0,302.0,8,3.0
2015-06-16 18:15:04.813,758223,addtocart,227976,,84.0,84.0,6,1.0
2015-06-16 18:04:01.724,76757,addtocart,156466,,646.0,1279.0,1883,921.0
2015-06-16 18:25:18.783,1333322,addtocart,285680,,1089.0,1089.0,5,4.0
2015-06-16 18:53:25.146,155817,addtocart,90453,,1421.0,84.0,17,6.0
2015-06-16 18:42:13.655,1229806,addtocart,60403,,703.0,703.0,9,2.0
2015-06-16 18:39:48.951,607157,addtocart,156466,,646.0,646.0,8,7.0
2015-06-16 18:41:19.170,1134975,addtocart,322810,,332.0,1421.0,343,146.0
2015-06-16 18:44:38.552,1161163,addtocart,357432,,618.0,618.0,1663,943.0
2015-06-16 18:09:46.877,727124,addtocart,45290,,99.0,,1,0.0
2015-06-16 06:39:34.195,1406327,addtocart,95351,,618.0,1384.0,6,4.0
2015-06-16 08:49:45.866,735740,addtocart,286835,,84.0,84.0,33,9.0
2015-06-16 06:27:48.288,626012,addtocart,321905,,1051.0,,1,0.0
2015-06-16 08:59:19.717,745821,addtocart,39439,,819.0,819.0,3,1.0
2015-06-16 12:16:21.768,806107,addtocart,93941,,451.0,43.0,11,7.0
2015-06-16 12:16:24.427,806107,addtocart,200659,,819.0,43.0,11,7.0
2015-06-16 08:49:17.538,735740,addtocart,159979,,84.0,84.0,33,9.0
2015-06-16 14:43:41.899,942554,addtocart,179856,,1279.0,1279.0,12,5.0
2015-06-16 14:45:18.348,884108,addtocart,72165,,737.0,1.0,58,22.0
2015-06-16 14:46:52.934,884108,addtocart,112340,,1.0,1.0,58,22.0
2015-06-16 14:46:55.530,884108,addtocart,112340,,1.0,1.0,58,22.0
2015-06-16 14:47:40.755,884108,addtocart,403343,,1.0,1.0,58,22.0
2015-06-16 12:49:15.602,983154,addtocart,329311,,487.0,926.0,26,13.0
2015-06-16 15:16:46.196,995925,addtocart,346152,,1188.0,1188.0,9,1.0
2015-06-16 15:14:26.122,1161163,addtocart,302307,,782.0,618.0,1663,943.0
2015-06-16 15:11:08.136,1160112,addtocart,35956,,1500.0,,4,0.0
2015-06-16 14:25:22.419,266582,addtocart,208813,,497.0,497.0,3,1.0
2015-06-16 14:30:01.292,1057465,addtocart,416017,,1103.0,1103.0,7,1.0
2015-06-16 15:00:35.419,884108,addtocart,363312,,1286.0,1.0,58,22.0
2015-06-16 15:21:19.930,502083,addtocart,279052,,683.0,683.0,22,14.0
2015-06-16 14:59:13.031,164192,addtocart,231796,,1191.0,845.0,22,12.0
2015-06-16 12:48:01.460,983154,addtocart,81166,,1503.0,926.0,26,13.0
2015-06-16 13:09:43.722,339222,addtocart,83837,,1529.0,1529.0,6,2.0
2015-06-16 14:38:49.609,1150461,addtocart,44393,,1578.0,1578.0,15,3.0
2015-06-16 13:09:36.112,339222,addtocart,83837,,1529.0,1529.0,6,2.0
2015-06-16 14:40:07.199,884108,addtocart,372732,,1.0,1.0,58,22.0
2015-06-17 02:06:50.663,1230433,addtocart,174208,,959.0,959.0,2,1.0
2015-06-17 02:47:44.825,723817,addtocart,186702,,57.0,342.0,8,3.0
2015-06-17 02:47:20.165,723817,addtocart,312728,,1098.0,342.0,8,3.0
2015-06-17 03:02:19.385,145792,addtocart,213936,,429.0,429.0,2,1.0
2015-06-17 02:40:54.789,1087200,addtocart,287965,,1511.0,1511.0,2,1.0
2015-06-17 02:33:29.316,530686,addtocart,201418,,1473.0,1473.0,4,1.0
2015-06-17 03:18:06.587,276470,addtocart,434653,,1300.0,1300.0,2,1.0
2015-06-17 02:18:31.396,869183,addtocart,5070,,706.0,1312.0,27,9.0
2015-06-17 03:13:41.309,527782,addtocart,368193,,256.0,256.0,4,2.0
2015-06-17 03:17:28.028,1310055,addtocart,178955,,769.0,769.0,13,7.0
2015-06-17 02:13:44.275,1127406,addtocart,396802,,1244.0,48.0,7,2.0
2015-06-17 02:13:05.087,1127406,addtocart,290433,,48.0,48.0,7,2.0
2015-06-16 19:51:51.981,783557,addtocart,14387,,56.0,1483.0,121,103.0
2015-06-16 19:23:19.971,745702,addtocart,39440,,844.0,844.0,7,3.0
2015-06-16 19:12:19.660,845106,addtocart,47647,,1113.0,1113.0,4,1.0
2015-06-16 19:35:46.347,835691,addtocart,156466,,646.0,646.0,10,6.0
2015-06-16 19:26:35.478,886766,addtocart,191012,,618.0,618.0,7,2.0
2015-06-16 19:39:22.348,1113427,addtocart,101926,,1421.0,1473.0,72,36.0
2015-06-16 19:46:16.449,1014189,addtocart,54698,,444.0,444.0,20,7.0
2015-06-16 19:31:19.565,76757,addtocart,430034,,844.0,1279.0,1883,921.0
2015-06-16 19:18:25.174,493898,addtocart,27494,,434.0,789.0,8,4.0
2015-06-16 19:39:29.997,616483,addtocart,177839,,1135.0,1135.0,5,2.0
2015-06-16 19:17:35.038,279876,addtocart,250094,,1192.0,1020.0,6,2.0
2015-06-16 19:10:44.023,1207863,addtocart,365889,,914.0,914.0,9,3.0
2015-06-16 19:24:28.260,734751,addtocart,462385,,1258.0,1258.0,32,12.0
2015-06-16 19:02:01.585,884108,addtocart,80085,,1.0,1.0,58,22.0
2015-06-16 19:33:57.163,1206028,addtocart,343637,,914.0,914.0,6,2.0
2015-06-16 19:36:10.234,386512,addtocart,239297,,1051.0,1051.0,8,6.0
2015-06-16 21:58:25.207,962631,addtocart,106958,,972.0,628.0,226,175.0
2015-06-16 21:36:59.858,686789,addtocart,392389,,531.0,531.0,22,4.0
2015-06-16 22:04:55.936,735499,addtocart,246196,,683.0,683.0,5,2.0
2015-06-16 21:43:23.201,284687,addtocart,346014,,1617.0,176.0,13,8.0
2015-06-16 22:11:21.499,1119870,addtocart,400955,,969.0,969.0,9,4.0
2015-06-16 21:17:41.066,898067,addtocart,97886,,769.0,618.0,95,43.0
2015-06-16 22:00:28.387,103634,addtocart,293735,,610.0,610.0,2,1.0
2015-06-16 21:41:14.888,840313,addtocart,322501,,1191.0,1191.0,6,5.0
2015-06-16 21:35:31.593,1253728,addtocart,423911,,1275.0,1496.0,7,1.0
2015-06-16 21:14:28.224,419841,addtocart,349226,,1126.0,282.0,43,22.0
2015-06-16 21:39:52.894,854854,addtocart,460553,,1529.0,1529.0,6,1.0
2015-06-17 04:19:45.591,367087,addtocart,179372,,1573.0,1573.0,7,2.0
2015-06-17 03:32:45.422,356005,addtocart,175246,,586.0,628.0,102,44.0
2015-06-17 04:29:22.744,937221,addtocart,237941,,330.0,256.0,4,3.0
